Date,Open,High,Low,Close,Adj Close,Volume
2022-07-14,6.310000,6.580000,6.190000,6.540000,6.540000,300300
2022-07-15,6.690000,6.780000,6.430000,6.540000,6.540000,343000
2022-07-18,6.600000,6.770000,6.560000,6.690000,6.690000,276400
2022-07-19,6.810000,7.030000,6.740000,6.850000,6.850000,528400
2022-07-20,6.800000,6.960000,6.690000,6.710000,6.710000,387900
2022-07-21,6.600000,6.640000,6.250000,6.370000,6.370000,330100
2022-07-22,6.360000,6.380000,6.110000,6.300000,6.300000,312400
2022-07-25,6.370000,6.400000,6.090000,6.400000,6.400000,368900
2022-07-26,6.400000,6.400000,6.020000,6.030000,6.030000,320200
2022-07-27,6.090000,6.350000,6.040000,6.310000,6.310000,419400
2022-07-28,6.390000,6.540000,6.180000,6.200000,6.200000,342900
2022-07-29,6.200000,6.220000,5.980000,6.140000,6.140000,387300
2022-08-01,6.200000,6.370000,6.050000,6.340000,6.340000,452600
2022-08-02,6.870000,7.130000,5.870000,5.910000,5.910000,764200
2022-08-03,5.950000,6.010000,5.620000,5.730000,5.730000,566400
2022-08-04,5.740000,5.810000,5.370000,5.450000,5.450000,522900
2022-08-05,5.380000,5.380000,4.890000,5.030000,5.030000,665600
2022-08-08,5.100000,5.490000,5.050000,5.290000,5.290000,405600
2022-08-09,5.260000,5.320000,5.130000,5.300000,5.300000,344700
2022-08-10,5.390000,5.450000,5.260000,5.310000,5.310000,406300
2022-08-11,5.410000,5.450000,5.250000,5.430000,5.430000,342100
2022-08-12,5.480000,5.690000,5.390000,5.670000,5.670000,331700
2022-08-15,5.620000,5.690000,5.450000,5.640000,5.640000,415500
2022-08-16,5.650000,5.900000,5.550000,5.880000,5.880000,589700
2022-08-17,5.840000,5.840000,5.650000,5.660000,5.660000,294600
2022-08-18,5.660000,5.700000,5.550000,5.590000,5.590000,138400
2022-08-19,5.550000,5.560000,5.200000,5.260000,5.260000,414100
2022-08-22,5.230000,5.450000,5.150000,5.290000,5.290000,310800
2022-08-23,5.250000,5.330000,5.200000,5.210000,5.210000,317000
2022-08-24,5.260000,5.260000,4.880000,4.910000,4.910000,420700
2022-08-25,4.970000,5.340000,4.930000,5.310000,5.310000,489300
2022-08-26,5.310000,5.390000,4.970000,5.010000,5.010000,305000
2022-08-29,4.980000,4.980000,4.540000,4.780000,4.780000,653500
2022-08-30,4.840000,5.010000,4.670000,4.950000,4.950000,578200
2022-08-31,4.960000,5.040000,4.840000,4.870000,4.870000,538400
2022-09-01,4.770000,4.830000,4.620000,4.800000,4.800000,389500
2022-09-02,4.900000,5.140000,4.850000,4.940000,4.940000,450100
2022-09-06,4.510000,4.560000,3.810000,4.360000,4.360000,2923200
2022-09-07,4.360000,4.360000,3.950000,4.280000,4.280000,1675900
2022-09-08,4.330000,4.500000,4.010000,4.500000,4.500000,1629200
2022-09-09,4.540000,4.540000,4.290000,4.330000,4.330000,1257300
2022-09-12,4.410000,4.530000,4.150000,4.520000,4.520000,1338300
2022-09-13,4.360000,4.480000,4.090000,4.160000,4.160000,1344000
2022-09-14,4.130000,4.240000,4.000000,4.130000,4.130000,1695800
2022-09-15,4.080000,4.470000,4.010000,4.420000,4.420000,2318200
2022-09-16,4.330000,4.380000,4.050000,4.200000,4.200000,10692400
2022-09-19,4.150000,4.790000,4.150000,4.560000,4.560000,2221800
2022-09-20,4.510000,4.880000,4.420000,4.670000,4.670000,1403500
2022-09-21,4.160000,4.630000,4.110000,4.410000,4.410000,1479600
2022-09-22,4.330000,4.420000,4.230000,4.390000,4.390000,1243800
2022-09-23,4.290000,4.560000,4.040000,4.050000,4.050000,1030200
2022-09-26,4.020000,4.040000,3.620000,3.730000,3.730000,809900
2022-09-27,3.790000,3.790000,3.520000,3.550000,3.550000,771100
2022-09-28,3.580000,3.620000,3.460000,3.470000,3.470000,782500
2022-09-29,3.400000,3.420000,3.210000,3.280000,3.280000,758900
2022-09-30,3.300000,3.370000,3.100000,3.110000,3.110000,1086300
2022-10-03,3.170000,3.230000,3.070000,3.140000,3.140000,1346900
2022-10-04,3.200000,3.410000,3.200000,3.360000,3.360000,1465500
2022-10-05,3.290000,3.330000,3.140000,3.170000,3.170000,755400
2022-10-06,3.120000,3.170000,2.820000,2.900000,2.900000,1121800
2022-10-07,2.860000,2.860000,2.620000,2.710000,2.710000,925200
2022-10-10,2.690000,2.850000,2.690000,2.770000,2.770000,880700
2022-10-11,2.710000,2.770000,2.630000,2.710000,2.710000,819800
2022-10-12,2.680000,2.770000,2.280000,2.330000,2.330000,2595900
2022-10-13,2.320000,2.320000,2.100000,2.190000,2.190000,4747000
2022-10-14,2.230000,2.280000,2.080000,2.080000,2.080000,2018900
2022-10-17,2.190000,2.500000,2.160000,2.380000,2.380000,2532900
2022-10-18,2.450000,2.890000,2.450000,2.840000,2.840000,2075200
2022-10-19,2.760000,2.810000,2.510000,2.570000,2.570000,1367500
2022-10-20,2.560000,2.740000,2.530000,2.560000,2.560000,862300
2022-10-21,2.570000,2.740000,2.550000,2.690000,2.690000,784800
2022-10-24,2.680000,2.750000,2.500000,2.500000,2.500000,882600
2022-10-25,2.500000,2.670000,2.460000,2.610000,2.610000,783700
2022-10-26,2.630000,2.860000,2.610000,2.660000,2.660000,734700
2022-10-27,2.680000,3.020000,2.630000,2.790000,2.790000,932400
2022-10-28,2.840000,3.050000,2.820000,3.000000,3.000000,836000
2022-10-31,2.990000,2.990000,2.780000,2.830000,2.830000,820000
2022-11-01,2.860000,3.040000,2.850000,2.980000,2.980000,851600
2022-11-02,3.010000,3.010000,2.800000,2.830000,2.830000,756600
2022-11-03,2.620000,2.790000,2.520000,2.710000,2.710000,525700
2022-11-04,2.800000,3.130000,2.770000,3.100000,3.100000,840400
2022-11-07,3.150000,3.730000,3.120000,3.670000,3.670000,1448100
2022-11-08,3.660000,3.740000,3.370000,3.550000,3.550000,983400
2022-11-09,3.460000,3.540000,3.250000,3.290000,3.290000,611100
2022-11-10,3.400000,3.500000,3.280000,3.480000,3.480000,832200
2022-11-11,3.430000,3.590000,3.340000,3.540000,3.540000,697300
2022-11-14,3.540000,3.560000,3.230000,3.250000,3.250000,836200
2022-11-15,3.280000,3.540000,3.280000,3.480000,3.480000,507800
2022-11-16,3.460000,3.730000,3.390000,3.700000,3.700000,864900
2022-11-17,3.620000,3.710000,3.530000,3.690000,3.690000,490600
2022-11-18,3.810000,4.000000,3.730000,3.970000,3.970000,662100
2022-11-21,3.870000,3.890000,3.690000,3.800000,3.800000,709600
2022-11-22,3.820000,3.980000,3.750000,3.960000,3.960000,329100
2022-11-23,3.970000,4.090000,3.890000,4.060000,4.060000,320600
2022-11-25,4.040000,4.110000,3.860000,3.980000,3.980000,266400
2022-11-28,3.950000,3.960000,3.690000,3.720000,3.720000,374000
2022-11-29,3.750000,3.840000,3.600000,3.730000,3.730000,371200
2022-11-30,3.760000,3.760000,3.380000,3.470000,3.470000,2259000
2022-12-01,3.500000,3.710000,3.430000,3.600000,3.600000,672100
2022-12-02,3.540000,3.620000,3.470000,3.550000,3.550000,437700
2022-12-05,3.540000,3.620000,3.430000,3.620000,3.620000,389300
2022-12-06,3.630000,3.720000,3.570000,3.700000,3.700000,556100
2022-12-07,3.680000,3.750000,3.540000,3.560000,3.560000,227400
2022-12-08,3.570000,3.600000,3.350000,3.400000,3.400000,335700
2022-12-09,3.400000,3.650000,3.350000,3.540000,3.540000,317700
2022-12-12,3.530000,3.620000,3.350000,3.620000,3.620000,387800
2022-12-13,3.730000,3.880000,3.320000,3.320000,3.320000,601200
2022-12-14,3.350000,3.510000,3.290000,3.430000,3.430000,566100
2022-12-15,3.350000,3.400000,3.270000,3.330000,3.330000,391700
2022-12-16,3.280000,3.280000,3.010000,3.090000,3.090000,1219200
2022-12-19,3.070000,3.100000,2.790000,2.900000,2.900000,739000
2022-12-20,2.900000,2.920000,2.740000,2.800000,2.800000,840000
2022-12-21,2.850000,2.950000,2.820000,2.860000,2.860000,473300
2022-12-22,2.810000,2.990000,2.780000,2.970000,2.970000,362900
2022-12-23,2.940000,3.030000,2.790000,2.860000,2.860000,347300
2022-12-27,2.860000,2.860000,2.660000,2.750000,2.750000,417500
2022-12-28,2.750000,2.820000,2.570000,2.650000,2.650000,465400
2022-12-29,2.680000,2.840000,2.670000,2.800000,2.800000,561100
2022-12-30,2.720000,2.840000,2.720000,2.780000,2.780000,447900
2023-01-03,2.830000,2.980000,2.780000,2.830000,2.830000,563300
2023-01-04,2.860000,2.960000,2.840000,2.880000,2.880000,338700
2023-01-05,2.870000,2.880000,2.660000,2.670000,2.670000,411800
2023-01-06,2.700000,2.930000,2.670000,2.860000,2.860000,464200
2023-01-09,2.890000,3.300000,2.880000,3.200000,3.200000,765300
2023-01-10,3.200000,3.370000,3.090000,3.350000,3.350000,475800
2023-01-11,3.390000,3.400000,3.310000,3.350000,3.350000,501200
2023-01-12,3.380000,3.460000,3.310000,3.450000,3.450000,290900
2023-01-13,3.460000,3.530000,3.400000,3.500000,3.500000,433900
2023-01-17,3.530000,3.650000,3.500000,3.530000,3.530000,467000
2023-01-18,3.500000,3.560000,3.310000,3.340000,3.340000,369300
2023-01-19,3.280000,3.300000,3.150000,3.230000,3.230000,342700
2023-01-20,3.260000,3.320000,3.170000,3.310000,3.310000,344800
2023-01-23,3.310000,3.420000,3.280000,3.350000,3.350000,347800
2023-01-24,3.370000,3.550000,3.310000,3.540000,3.540000,364400
2023-01-25,3.410000,3.910000,3.400000,3.890000,3.890000,1097100
2023-01-26,3.890000,4.070000,3.880000,4.050000,4.050000,427100
2023-01-27,4.120000,4.440000,4.070000,4.350000,4.350000,648900
2023-01-30,4.310000,4.340000,4.140000,4.230000,4.230000,544400
2023-01-31,4.230000,4.490000,4.230000,4.380000,4.380000,551500
2023-02-01,4.350000,4.870000,4.320000,4.660000,4.660000,1139500
2023-02-02,4.710000,4.820000,4.640000,4.720000,4.720000,404700
2023-02-03,4.650000,4.720000,4.610000,4.640000,4.640000,321200
2023-02-06,4.600000,4.760000,4.500000,4.580000,4.580000,395400
2023-02-07,4.540000,4.540000,4.370000,4.450000,4.450000,279800
2023-02-08,4.380000,4.400000,4.200000,4.320000,4.320000,238600
2023-02-09,4.370000,4.370000,3.990000,4.060000,4.060000,280400
2023-02-10,4.030000,4.170000,3.970000,4.170000,4.170000,199700
2023-02-13,4.170000,4.230000,4.020000,4.190000,4.190000,243700
2023-02-14,4.140000,4.210000,4.050000,4.170000,4.170000,187400
2023-02-15,4.110000,4.200000,4.040000,4.160000,4.160000,298100
2023-02-16,4.040000,4.110000,3.970000,3.980000,3.980000,323500
2023-02-17,4.010000,4.070000,3.890000,4.040000,4.040000,283000
2023-02-21,4.000000,4.140000,3.470000,3.630000,3.630000,1264200
2023-02-22,3.650000,3.780000,3.450000,3.490000,3.490000,550900
2023-02-23,3.720000,3.781200,3.610000,3.755000,3.755000,754883
